State,Abbr,County,Avalanche,Coastal Flooding,Cold Wave,Drought,Earthquake,Hail,Heatwave,Hurricane,Icestorm,Landslide,Lightning,Riverine,Flooding,Strong Wind,Tornado,Tsunami,Volcanic Activity,Wildfire,Winter Weather,Prediction
Alabama,AL,Coffee,"
","
",0,80.20999045,59.24276169,38.81641744,51.95672924,93.76401974,14.09060626,47.83167363,93.46846847,76.99650016,74.41934458,89.1823099,"
","
",48.55233853,48.0750875,
Alabama,AL,Crenshaw,"
","
",0,59.14731149,33.82118995,19.2173083,52.14762965,78.33109017,6.029313791,52.90716351,64.96138996,18.2309895,37.54374801,54.56570156,"
","
",11.1676742,10.40407254,
Alabama,AL,Cullman,"
","
",79.82818963,54.66115177,85.77791919,47.7251034,46.42061724,69.49304621,71.61892072,71.50658529,79.85842986,19.50365892,91.66401527,86.82787146,"
","
",20.48997773,32.00763602,
Alabama,AL,Elmore,"
","
",0,55.77473751,65.60610881,54.66115177,86.44607063,70.21085689,29.71352432,29.07163508,89.83268983,71.36493796,50.30225899,73.17849189,"
","
",33.82118995,14.79478206,
Alabama,AL,Escambia,"
","
",0,80.46452434,50.4931594,31.24403436,94.08208718,95.4688201,5.229846769,57.37230967,93.98326898,60.54724785,52.91123131,79.12822144,"
","
",77.21921731,24.62615336,
Alabama,AL,Geneva,"
","
",0,87.11422208,40.37543748,34.83932549,41.42538976,84.6119336,6.495669554,59.81368455,83.23680824,69.04231626,40.02545339,43.90709513,"
","
",39.6754693,23.38530067,
Alabama,AL,Houston,"
","
",0,91.02768056,67.51511295,39.7709195,70.6013363,93.5397039,19.52031979,32.44458721,92.88931789,90.99586382,74.8011454,94.55933821,"
","
",48.93413936,53.99300032,
Alabama,AL,Houston,"
","
",0,91.02768056,67.51511295,39.7709195,70.6013363,93.5397039,19.52031979,32.44458721,92.88931789,90.99586382,74.8011454,94.55933821,"
","
",48.93413936,53.99300032,
Alabama,AL,Lawrence,"
","
",66.11517658,45.40248171,80.55997455,41.93445752,75.02386255,54.32929565,43.83744171,32.41246386,70.72072072,37.98918231,64.14253898,86.09608654,"
","
",12.31307668,25.58065542,
Alabama,AL,Madison,"
","
",91.95036589,47.69328667,94.87750557,64.46070633,97.32739421,67.83310902,87.54163891,80.01927401,98.80952381,71.20585428,92.33216672,98.34552975,"
","
",54.27935094,95.60929049,
Alabama,AL,Marshall,"
","
",73.08304168,46.00699968,88.00509068,56.1247216,85.58701877,67.56393001,75.34976682,52.39318985,89.06048906,35.12567611,89.81864461,97.26376074,"
","
",21.03086223,41.90264079,
Alabama,AL,Marshall,"
","
",73.08304168,46.00699968,88.00509068,56.1247216,85.58701877,67.56393001,75.34976682,52.39318985,89.06048906,35.12567611,89.81864461,97.26376074,"
","
",21.03086223,41.90264079,
Alabama,AL,Mobile,"
",61.36820926,0,86.03245307,82.08717786,68.69233217,97.16831053,99.41677882,60.09327115,40.08994539,99.29214929,97.51829462,46.83423481,92.96850143,"
","
",94.94113904,70.09226853,
Alabama,AL,Monroe,"
",16.09657948,0,66.4015272,41.80719058,30.73496659,61.72446707,83.40062808,5.429713524,62.15868937,79.40797941,14.0311804,26.59879096,53.54756602,"
","
",40.62997136,15.0174992,
Alabama,AL,Montgomery,"
","
",0,53.03849825,88.67324213,39.86636971,96.91377665,83.66980709,50.7661559,51.17250241,94.59459459,54.85205218,90.51861279,95.76837416,"
","
",45.02068088,24.02163538,
Alabama,AL,Pike,"
","
",0,74.89659561,49.47502386,50.30225899,70.5058861,83.84925976,12.8580946,52.29681979,82.11068211,10.49952275,66.56061088,53.35666561,"
","
",17.40375437,18.83550748,
Alabama,AL,Pike,"
","
",0,74.89659561,49.47502386,50.30225899,70.5058861,83.84925976,12.8580946,52.29681979,82.11068211,10.49952275,66.56061088,53.35666561,"
","
",17.40375437,18.83550748,
Alabama,AL,Washington,"
",17.30382294,0,52.43398027,37.48011454,63.44257079,59.91091314,82.1444594,37.94137242,43.78413106,41.11969112,29.30321349,50.9385937,59.02004454,"
","
",66.05154311,14.85841553,
Alaska,AK,Aleutians East,38.46153846,0,0,0,69.93318486,0,0,"
",3.231179214,"
","
",0,0,0.890868597,72.97297297,61.79775281,0.063633471,23.92618517,
Alaska,AK,Aleutians East,38.46153846,0,0,0,69.93318486,0,0,"
",3.231179214,"
","
",0,0,0.890868597,72.97297297,61.79775281,0.063633471,23.92618517,
Alaska,AK,Aleutians East,38.46153846,0,0,0,69.93318486,0,0,"
",3.231179214,"
","
",0,0,0.890868597,72.97297297,61.79775281,0.063633471,23.92618517,
Alaska,AK,Aleutians East,38.46153846,0,0,0,69.93318486,0,0,"
",3.231179214,"
","
",0,0,0.890868597,72.97297297,61.79775281,0.063633471,23.92618517,
Alaska,AK,Aleutians East,38.46153846,0,0,0,69.93318486,0,0,"
",3.231179214,"
","
",0,0,0.890868597,72.97297297,61.79775281,0.063633471,23.92618517,
Alaska,AK,Aleutians East,38.46153846,0,0,0,69.93318486,0,0,"
",3.231179214,"
","
",0,0,0.890868597,72.97297297,61.79775281,0.063633471,23.92618517,
Alaska,AK,Aleutians West,"
",0,0,0,89.85046134,0,0,"
",4.56362425,"
","
",0,0,0.349984092,95.94594595,68.53932584,0,21.82628062,
Alaska,AK,Aleutians West,"
",0,0,0,89.85046134,0,0,"
",4.56362425,"
","
",0,0,0.349984092,95.94594595,68.53932584,0,21.82628062,
Alaska,AK,Aleutians West,"
",0,0,0,89.85046134,0,0,"
",4.56362425,"
","
",0,0,0.349984092,95.94594595,68.53932584,0,21.82628062,
Alaska,AK,Aleutians West,"
",0,0,0,89.85046134,0,0,"
",4.56362425,"
","
",0,0,0.349984092,95.94594595,68.53932584,0,21.82628062,
Alaska,AK,Aleutians West,"
",0,0,0,89.85046134,0,0,"
",4.56362425,"
","
",0,0,0.349984092,95.94594595,68.53932584,0,21.82628062,
Alaska,AK,Anchorage,91.34615385,28.97384306,0,0,98.72733058,17.27648743,0,"
",32.91139241,"
","
",44.98886414,0,1.049952275,0,0,78.61915367,42.72987591,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
Alaska,AK,Bethel,40.38461538,0,61.88355075,0,39.54820235,0.922685332,0,"
",7.09526982,"
","
",74.67387846,0.986318804,1.399936367,"
",23.59550562,78.39643653,75.11931276,
